step   ball_X    ball_Y    side
378     1650    394        f
379     1650    394        f
380     1650    394        f
381     1650    394        f
382     1650    394        f
383     1650    394        f
384     1650    394        f
385     1651    394        f
386     1651    394        f
387     1651    394        f
388     1651    394        f
389     1651    394        f
390     1651    394        f
391     1651    394        f
392     1651    394        f
393     1651    394        f
394     1651    394        f
395     1651    394        f
396     1651    394        f
397     1651    394        f
398     1651    394        f
399     1652    394        f
400     1652    394        f
401     1652    394        f
402     1652    394        f
403     1652    394        f
404     1652    394        f
405     1652    394        f
406     1652    394        f
407     1652    394        f
408     1652    394        f
409     1652    394        f
410     1652    394        f
411     1652    394        f
412     1652    394        f
413     1652    394        f
414     1652    394        f
415     1652    394        f
416     1652    394        f
417     1652    394        f
418     1652    394        f
419     1652    394        f
420     1652    394        f
421     1652    394        f
422     1652    394        f
423     1652    394        f
424     1652    394        f
425     1652    394        f
426     1652    394        f
427     1652    394        f
428     1652    394        f
429     1652    394        f
430     1652    394        f
431     1652    394        f
432     1652    394        f
433     1652    394        f
434     1652    394        f
435     1652    394        f
436     1652    394        f
437     1652    394        f
438     1653    394        f
439     1653    394        f
440     1653    394        f
441     1653    394        f
442     1653    394        f
443     1653    394        f
444     1653    394        f
445     1653    394        f
446     1653    394        f
447     1653    394        f
448     1653    394        f
449     1653    394        f
450     1653    394        f
451     1653    394        f
452     1653    394        f
453     1653    394        f
454     1653    394        f
455     1653    394        f
456     1653    394        f
457     1653    394        f
458     1653    394        f
459     1653    394        f
460     1653    394        f
461     1653    394        f
462     1653    394        f
463     1653    394        f
464     1653    394        f
465     1653    394        f
466     1653    394        f
467     1653    394        f
468     1653    394        f
469     1653    394        f
470     1653    394        f
471     1653    394        f
472     1653    394        f
473     1653    394        f
474     1653    394        f
475     1653    394        f
476     1653    394        f
477     1653    394        f
478     1653    394        f
479     1653    394        f
480     1653    394        f
481     1653    394        f
482     1653    394        f
483     1653    394        f
484     1653    394        l
485     1653    394        l
486     1653    394        l
487     1653    394        l
488     1653    394        l
489     1653    394        l
490     1653    394        l
491     1653    394        r
492     1653    394        l
493     1653    394        l
494     1653    394        l
495     1653    394        r
496     1653    394        r
497     1653    394        r
498     1653    394        r
499     1653    394        r
500     1653    394        r
501     1653    394        r
502     1653    394        r
503     1653    394        r
504     1653    394        r
505     1653    394        r
506     1653    394        r
507     1653    394        r
508     1653    394        r
509     1653    394        r
510     1653    394        r
511     1653    394        r
512     1653    394        r
513     1653    394        r
514     1653    394        r
515     1653    394        r
516     1653    394        r
517     1653    394        f
518     1625    285        f
519     1625    285        r
520     1625    285        r
521     1625    285        r
522     1625    285        r
523     1625    285        r
524     1625    285        r
525     1599    181        f
526     1599    181        r
527     1599    181        r
528     1599    181        r
529     1599    181        r
530     1599    181        r
531     1599    181        r
532     1574    82        f
533     1550    -12        f
534     1527    -103        f
535     1505    -190        f
536     1484    -272        f
537     1464    -351        f
538     1445    -426        f
539     1427    -498        f
540     1410    -567        f
541     1393    -632        f
542     1378    -695        f
543     1363    -755        f
544     1348    -811        f
545     1334    -867        f
546     1321    -919        f
547     1309    -969        f
548     1297    -1016        f
549     1285    -1062        f
550     1274    -1105        f
551     1264    -1146        f
552     1254    -1186        f
553     1244    -1224        f
554     1235    -1260        f
555     1227    -1294        f
556     1218    -1327        f
557     1210    -1359        f
558     1203    -1389        f
559     1196    -1417        f
560     1189    -1445        f
561     1182    -1471        f
562     1176    -1496        f
563     1170    -1519        f
564     1164    -1542        f
565     1159    -1564        f
566     1153    -1585        f
567     1148    -1604        f
568     1144    -1623        f
569     1139    -1641        f
570     1135    -1659        f
571     1131    -1675        f
572     1127    -1691        f
573     1123    -1705        f
574     1119    -1720        f
575     1116    -1734        f
576     1112    -1747        f
577     1109    -1760        f
578     1106    -1772        f
579     1103    -1782        f
580     1101    -1794        f
581     1098    -1804        f
582     1095    -1814        f
583     1093    -1823        f
584     1091    -1832        f
585     1089    -1841        f
586     1086    -1850        f
587     1084    -1857        f
588     1083    -1864        f
589     1081    -1872        f
590     1079    -1879        f
591     1077    -1886        f
592     1076    -1892        f
593     1074    -1898        f
594     1073    -1903        f
595     1071    -1909        f
596     1070    -1914        f
597     1069    -1919        f
598     1068    -1923        f
599     1066    -1928        f
600     1065    -1932        f
601     1064    -1937        f
602     1063    -1941        f
603     1062    -1944        f
604     1061    -1948        f
605     1061    -1951        f
606     1060    -1955        f
607     1059    -1957        f
608     1058    -1961        f
609     1058    -1964        f
610     1057    -1966        f
611     1056    -1969        f
612     1056    -1971        f
613     1055    -1973        f
614     1054    -1976        f
615     1054    -1978        f
616     1053    -1980        f
617     1053    -1982        f
618     1052    -1984        f
619     1052    -1986        f
620     1051    -1988        f
621     1051    -1989        f
622     1051    -1991        f
623     1050    -1992        f
624     1050    -1994        f
625     1050    -1995        f
626     1049    -1996        f
627     1049    -1998        f
628     1049    -1998        f
629     1048    -2000        f
630     1048    -2001        f
631     1048    -2002        f
632     1048    -2003        f
633     1047    -2004        f
634     1047    -2005        f
635     1047    -2005        f
636     1047    -2007        f
637     1046    -2007        f
638     1046    -2007        f
639     1046    -2009        f
640     1046    -2010        f
641     1046    -2010        f
642     1046    -2011        f
643     1045    -2011        f
644     1045    -2012        f
645     1045    -2013        f
646     1045    -2013        f
647     1045    -2014        f
648     1045    -2014        f
649     1045    -2014        f
650     1045    -2014        f
651     1044    -2014        f
652     1044    -2016        f
653     1044    -2016        f
654     1044    -2016        f
655     1044    -2017        f
656     1044    -2017        f
657     1044    -2017        f
658     1044    -2018        f
659     1044    -2018        f
660     1044    -2018        f
661     1044    -2019        f
662     1044    -2019        f
663     1043    -2019        f
664     1043    -2019        f
665     1043    -2019        f
666     1043    -2020        f
667     1043    -2020        f
668     1043    -2020        f
669     1043    -2020        f
670     1043    -2020        f
671     1043    -2021        f
672     1043    -2021        f
673     1043    -2021        f
674     1043    -2021        f
675     1043    -2021        f
676     1043    -2021        f
677     1043    -2021        f
678     1043    -2022        f
679     1043    -2022        f
680     1043    -2022        f
681     1043    -2022        f
682     1043    -2022        f
683     1043    -2022        f
684     1043    -2022        f
685     1043    -2022        f
686     1043    -2022        f
687     1043    -2022        f
688     1043    -2022        f
689     1043    -2023        f
690     1043    -2023        f
691     1043    -2023        f
692     1043    -2023        f
693     1043    -2023        f
694     1043    -2023        f
695     1043    -2023        f
696     1042    -2023        f
697     1042    -2023        f
698     1042    -2023        f
699     1042    -2023        f
700     1042    -2023        f
701     1042    -2023        f
702     1042    -2023        f
703     1042    -2023        f
704     1042    -2023        f
705     1042    -2023        f
706     1042    -2023        f
707     1042    -2023        f
708     1042    -2023        f
709     1042    -2023        f
710     1042    -2023        f
711     1042    -2023        f
712     1042    -2023        f
713     1042    -2023        f
714     1042    -2023        f
715     1042    -2023        f
716     1042    -2023        f
717     1042    -2023        f
718     1042    -2023        f
719     1042    -2023        f
720     1042    -2023        f
721     1042    -2023        f
722     1042    -2023        f
723     1042    -2023        f
724     1042    -2023        f
725     1042    -2023        f
726     1042    -2023        f
727     1042    -2023        f
728     1042    -2023        f
729     1042    -2023        f
730     1042    -2023        f
731     1042    -2023        f
732     1042    -2023        f
733     1042    -2023        f
734     1042    -2023        f
735     1042    -2023        f
736     1042    -2023        f
737     1042    -2023        f
738     1042    -2023        f
739     1042    -2023        f
740     1042    -2023        f
741     1042    -2023        f
742     1042    -2023        f
743     1042    -2023        f
744     1042    -2023        f
745     1042    -2023        f
746     1042    -2023        f
747     1042    -2023        f
748     1042    -2023        f
749     1042    -2023        f
750     1042    -2023        f
751     1042    -2023        f
752     1042    -2023        f
753     1042    -2023        f
754     1042    -2023        f
755     1042    -2023        f
756     1042    -2023        f
757     1042    -2023        f
758     1042    -2023        f
759     1042    -2023        f
760     1042    -2023        f
761     1042    -2023        f
762     1042    -2023        f
763     1042    -2023        f
764     1042    -2023        f
765     1042    -2023        f
766     1042    -2023        l
767     1042    -2023        l
768     1042    -2023        l
769     1042    -2023        l
770     1042    -2023        l
771     1042    -2023        l
772     1042    -2023        l
773     1042    -2023        l
774     1042    -2023        l
775     1042    -2023        l
776     1042    -2023        l
777     1042    -2023        l
778     1042    -2023        f
779     1042    -2023        f
780     1042    -2023        f
781     1042    -2023        f
782     1042    -2023        f
783     1042    -2023        f
784     1042    -2023        f
785     1042    -2023        f
786     1042    -2023        f
787     1042    -2023        f
788     1042    -2023        f
789     1042    -2023        f
790     1042    -2023        f
791     1042    -2023        f
792     1042    -2023        f
793     1042    -2023        f
794     1042    -2023        f
795     1042    -2023        f
796     1042    -2023        f
797     1042    -2023        f
798     1042    -2023        f
799     1042    -2023        f
800     1042    -2023        f
801     1042    -2023        f
802     1042    -2023        f
803     1042    -2023        f
804     1042    -2023        f
805     1042    -2023        f
806     1042    -2023        f
807     1042    -2023        f
808     1042    -2023        f
809     1042    -2023        f
810     1042    -2023        f
811     1042    -2023        f
812     1042    -2023        f
813     1042    -2023        f
814     1042    -2023        f
815     1042    -2023        f
816     1042    -2023        f
817     1042    -2023        f
818     1042    -2023        f
819     1042    -2023        f
820     1042    -2023        f
821     1042    -2023        f
822     1042    -2023        f
823     1042    -2023        f
824     1042    -2023        f
825     1042    -2023        f
826     1042    -2023        f
827     1042    -2023        f
828     1042    -2023        f
829     1042    -2023        f
830     1042    -2023        f
831     1042    -2023        f
832     1042    -2023        f
833     1042    -2023        f
834     1042    -2023        f
835     1042    -2023        f
836     1042    -2023        f
837     1042    -2023        f
838     1042    -2023        f
839     1042    -2023        f
840     1042    -2023        f
841     1042    -2023        f
842     1042    -2023        f
843     1042    -2023        f
844     1042    -2023        f
845     1042    -2023        f
846     1042    -2023        f
847     1042    -2023        f
848     1042    -2023        f
849     1042    -2023        f
850     1042    -2023        f
851     1042    -2023        f
852     1042    -2023        f
853     1042    -2023        f
854     1042    -2023        f
855     1042    -2023        f
856     1042    -2023        f
857     1042    -2023        f
858     1042    -2023        f
859     1042    -2023        f
860     1042    -2023        f
861     1042    -2023        f
862     1042    -2023        f
863     1042    -2023        f
864     1042    -2023        f
865     1042    -2023        f
866     1042    -2023        f
867     1042    -2023        f
868     1042    -2023        f
869     1042    -2023        f
870     1042    -2023        f
871     1042    -2023        f
872     1042    -2023        f
873     1042    -2023        f
874     1042    -2023        f
875     1042    -2023        f
876     1042    -2023        f
877     1042    -2023        f
878     1042    -2023        f
879     1042    -2023        f
880     1042    -2023        f
881     1042    -2023        f
882     1042    -2023        f
883     1042    -2023        f
884     1042    -2023        f
885     1042    -2023        f
886     1042    -2023        f
887     1042    -2023        f
888     1042    -2023        f
889     1042    -2023        f
890     1042    -2023        f
891     1042    -2023        f
892     1042    -2023        f
893     1042    -2023        f
894     1042    -2023        f
895     1042    -2023        f
896     1042    -2023        f
897     1042    -2023        f
898     1042    -2023        f
899     1042    -2023        f
900     1042    -2023        f
901     1042    -2023        f
902     1042    -2023        f
903     1042    -2023        f
904     1042    -2023        f
905     1042    -2023        f
906     1042    -2023        f
907     1042    -2023        f
908     1042    -2023        f
909     1042    -2023        f
910     1042    -2023        f
911     1042    -2023        f
912     1042    -2023        f
913     1042    -2023        f
914     1042    -2023        f
915     1042    -2023        f
916     1042    -2023        f
917     1042    -2023        f
918     1042    -2023        f
919     1042    -2023        f
920     1042    -2023        f
921     1042    -2023        f
922     1042    -2023        f
923     1042    -2023        f
924     1042    -2023        f
925     1042    -2023        f
926     1042    -2023        f
927     1042    -2023        f
928     1042    -2023        f
929     1042    -2023        f
930     1042    -2023        f
931     1042    -2023        f
932     1042    -2023        f
933     1042    -2023        f
934     1042    -2023        f
935     1042    -2023        f
936     1042    -2023        f
937     1042    -2023        f
938     1042    -2023        f
939     1042    -2023        f
940     1042    -2023        f
941     1042    -2023        f
942     1042    -2023        f
943     1042    -2023        f
944     1042    -2023        f
945     1042    -2023        f
946     1042    -2023        f
947     1042    -2023        f
948     1042    -2023        f
949     1042    -2023        f
950     1042    -2023        f
951     1042    -2023        f
952     1042    -2023        f
953     1042    -2023        f
954     1042    -2023        f
955     1042    -2023        f
956     1042    -2023        f
957     1042    -2023        f
958     1042    -2023        f
959     1042    -2023        f
960     1042    -2023        f
961     1042    -2023        f
962     1042    -2023        f
963     1042    -2023        f
964     1042    -2023        f
965     1042    -2023        f
966     1042    -2023        f
967     1042    -2023        f
968     1042    -2023        f
969     1042    -2023        f
970     1042    -2023        l
971     1042    -2023        l
972     1042    -2023        l
973     1042    -2023        l
974     1042    -2023        l
975     1042    -2023        l
976     1042    -2023        l
977     1042    -2023        l
978     1042    -2023        l
979     1042    -2023        l
980     1042    -2023        l
981     1042    -2023        l
982     1042    -2023        l
983     1042    -2023        l
984     1042    -2023        l
985     1042    -2023        l
986     1042    -2023        l
987     1042    -2023        l
988     1042    -2023        l
989     1042    -2023        l
990     1042    -2023        l
991     1042    -2023        l
992     1042    -2023        l
993     1042    -2023        l
994     1042    -2023        l
995     1042    -2023        l
996     1042    -2023        l
997     1042    -2023        l
998     1042    -2023        l
999     1042    -2023        l
1000     1042    -2023        l
1001     1042    -2023        l
1002     1042    -2023        l
1003     1042    -2023        l
1004     1042    -2023        l
1005     1042    -2023        l
1006     1042    -2023        l
1007     1042    -2023        l
1008     1042    -2023        l
1009     1042    -2023        l
1010     1042    -2023        l
1011     1042    -2023        l
1012     1042    -2023        l
1013     1042    -2023        l
1014     1042    -2023        l
1015     1042    -2023        l
1016     1042    -2023        l
1017     1042    -2023        l
1018     1042    -2023        l
1019     1042    -2023        l
1020     1042    -2023        l
1021     1042    -2023        l
1022     1042    -2023        l
1023     1042    -2023        l
1024     1042    -2023        l
1025     1042    -2023        l
1026     1042    -2023        l
1027     1042    -2023        l
1028     1042    -2023        l
1029     1042    -2023        l
1030     1042    -2023        l
1031     1042    -2023        l
1032     1042    -2023        l
1033     1042    -2023        l
1034     1042    -2023        l
1035     1042    -2023        l
1036     1042    -2023        l
1037     1042    -2023        l
1038     1042    -2023        l
1039     1042    -2023        l
1040     1042    -2023        l
1041     1042    -2023        l
1042     1042    -2023        l
1043     1042    -2023        l
1044     1042    -2023        l
1045     1042    -2023        l
1046     1042    -2023        l
1047     1042    -2023        l
1048     1042    -2023        l
1049     1042    -2023        l
1050     1042    -2023        l
1051     1042    -2023        l
1052     1042    -2023        l
1053     1042    -2023        l
1054     1042    -2023        l
1055     1042    -2023        l
1056     1042    -2023        l
1057     1042    -2023        l
1058     1042    -2023        l
1059     1042    -2023        l
1060     1042    -2023        l
1061     1042    -2023        l
1062     1042    -2023        l
1063     1042    -2023        l
1064     1042    -2023        l
1065     1042    -2023        l
1066     1042    -2023        l
1067     1042    -2023        l
1068     1042    -2023        l
1069     1042    -2023        l
1070     1042    -2023        l
1071     1042    -2023        l
1072     1042    -2023        l
1073     1042    -2023        l
1074     1042    -2023        l
1075     1042    -2023        l
1076     1042    -2023        l
1077     1042    -2023        l
1078     1042    -2023        l
1079     1042    -2023        l
1080     1042    -2023        l
1081     1042    -2023        l
1082     1042    -2023        l
1083     1042    -2023        l
1084     1042    -2023        l
1085     1042    -2023        l
1086     1042    -2023        l
1087     1042    -2023        l
1088     1042    -2023        l
1089     1042    -2023        l
1090     1042    -2023        l
1091     1042    -2023        l
1092     1042    -2023        l
1093     1042    -2023        l
1094     1042    -2023        l
1095     1042    -2023        l
1096     1042    -2023        l
1097     1042    -2023        l
1098     1042    -2023        l
1099     1042    -2023        l
1100     1042    -2023        l
1101     1042    -2023        l
1102     1042    -2023        l
1103     1042    -2023        l
1104     1042    -2023        l
1105     1042    -2023        l
1106     1042    -2023        l
1107     1042    -2023        l
1108     1042    -2023        l
1109     1042    -2023        l
1110     1042    -2023        l
1111     1042    -2023        l
1112     1042    -2023        l
1113     1042    -2023        l
1114     1042    -2023        l
1115     1042    -2023        l
1116     1042    -2023        l
1117     1042    -2023        l
1118     1042    -2023        l
1119     1042    -2023        l
1120     1042    -2023        l
1121     1042    -2023        l
1122     1042    -2023        l
1123     1042    -2023        l
1124     1042    -2023        l
1125     1042    -2023        l
1126     1042    -2023        l
1127     1042    -2023        f
1128     1042    -2023        f
1129     1042    -2023        f
1130     1042    -2023        f
1131     1042    -2023        f
1132     1042    -2023        f
1133     1042    -2023        f
1134     1042    -2023        f
1135     1042    -2023        f
1136     1042    -2023        f
1137     1042    -2023        f
1138     1042    -2023        f
1139     1042    -2023        f
1140     1042    -2023        f
1141     1042    -2023        f
1142     1042    -2023        f
1143     1042    -2023        f
1144     1042    -2023        f
1145     1042    -2023        f
1146     1042    -2023        f
1147     1042    -2023        f
1148     1042    -2023        f
1149     1042    -2023        f
1150     1042    -2023        f
1151     1042    -2023        f
1152     1042    -2023        f
1153     1042    -2023        f
1154     1042    -2023        f
1155     1042    -2023        f
1156     1042    -2023        f
1157     1042    -2023        f
1158     1042    -2023        f
1159     1042    -2023        f
1160     1042    -2023        f
1161     1042    -2023        f
1162     1042    -2023        f
1163     1042    -2023        f
1164     1042    -2023        f
1165     1042    -2023        f
1166     1042    -2023        f
1167     1042    -2023        f
1168     1042    -2023        f
1169     1042    -2023        f
1170     1042    -2023        f
1171     1042    -2023        f
1172     1042    -2023        f
1173     1042    -2023        f
1174     1042    -2023        f
1175     1042    -2023        f
1176     1042    -2023        f
1177     1042    -2023        f
1178     1042    -2023        f
1179     1042    -2023        f
1180     1042    -2023        f
1181     1042    -2023        f
1182     1042    -2023        f
1183     1042    -2023        f
1184     1042    -2023        f
1185     1042    -2023        f
1186     1042    -2023        f
1187     1042    -2023        f
1188     1042    -2023        f
1189     1042    -2023        f
1190     1042    -2023        f
1191     1042    -2023        f
1192     1042    -2023        f
1193     1042    -2023        f
1194     1042    -2023        f
1195     1042    -2023        f
1196     1042    -2023        f
1197     1042    -2023        f
1198     1042    -2023        f
1199     1042    -2023        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1200     0    0        f
1201     0    0        f
1202     0    0        f
1203     0    0        f
1204     0    0        f
1205     0    0        f
1206     0    0        f
1207     0    0        f
1208     0    0        f
1209     0    0        f
1210     0    0        f
1211     0    0        f
1212     0    0        f
1213     0    0        f
1214     0    0        f
1215     0    0        f
1216     0    0        f
1217     0    0        f
1218     0    0        f
1219     0    0        f
1220     0    0        f
1221     0    0        f
1222     0    0        f
1223     0    0        f
1224     0    0        f
1225     0    0        f
1226     0    0        f
1227     0    0        f
1228     0    0        f
1229     0    0        f
1230     0    0        f
1231     0    0        f
1232     0    0        f
1233     0    0        f
1234     0    0        f
1235     0    0        f
1236     0    0        f
1237     0    0        f
1238     0    0        f
1239     0    0        f
1240     0    0        f
1241     0    0        f
1242     0    0        f
1243     0    0        f
1244     0    0        f
1245     0    0        f
1246     0    0        f
1247     0    0        f
1248     0    0        f
1249     0    0        f
1250     0    0        f
1251     0    0        f
1252     0    0        f
1253     0    0        f
1254     0    0        f
1255     0    0        f
